,Node1,Relation,Node2
246,executable,CLOSELY_RELATED_TO,profiling (computer programming)
247,executable,SUBJECT,computer file systems
248,executable,SUBJECT,programming language implementation
249,bytecode,CLOSELY_RELATED_TO,profiling (computer programming)
250,bytecode,SUBJECT,virtualization software
251,control table,CLOSELY_RELATED_TO,profiling (computer programming)
252,control table,SUBJECT,control flow
253,control table,SUBJECT,compiler construction
254,control table,SUBJECT,compiler structures
255,just-in-time compilation,CLOSELY_RELATED_TO,profiling (computer programming)
256,hypervisor,CLOSELY_RELATED_TO,profiling (computer programming)
257,hypervisor,SUBJECT,virtualization software
258,hypervisor,SUBJECT,servers (computing)
259,simmon,CLOSELY_RELATED_TO,profiling (computer programming)
260,simmon,SUBJECT,dioecious plants
261,simmon,SUBJECT,plants used in native american cuisine
262,simmon,SUBJECT,trees of the north-central united states
263,simmon,SUBJECT,trees of the south-central united states
264,simmon,SUBJECT,trees of the southern united states
265,simmon,SUBJECT,trees of the united states
266,simmon,SUBJECT,crops originating from the united states
267,simmon,SUBJECT,flora of the appalachian mountains
268,simmon,SUBJECT,native american cuisine of the southeastern woodlands
269,simmon,SUBJECT,plants described in 1753
270,simmon,SUBJECT,trees of the great lakes region (north america)
271,simmon,SUBJECT,trees of the northeastern united states
272,simmon,SUBJECT,trees of the southeastern united states
273,simmon,SUBJECT,diospyros
274,instruction set simulator,CLOSELY_RELATED_TO,profiling (computer programming)
275,instruction set simulator,SUBJECT,debuggers
276,instruction set simulator,SUBJECT,software testing tools
277,instruction set simulator,SUBJECT,simulation software
278,algorithmic efficiency,SEE_ALSO,profiling (computer programming)
279,algorithmic efficiency,SUBJECT,software optimization
280,algorithmic efficiency,SUBJECT,analysis of algorithms
281,algorithmic efficiency,SUBJECT,computer performance
282,benchmark (computing),SEE_ALSO,profiling (computer programming)
283,benchmark (computing),SUBJECT,computer benchmarks
284,java performance,SEE_ALSO,profiling (computer programming)
285,java performance,SUBJECT,software optimization
286,java performance,SUBJECT,computing platforms
287,java performance,SUBJECT,java platform
288,performance application programming interface,SEE_ALSO,profiling (computer programming)
289,performance engineering,SEE_ALSO,profiling (computer programming)
290,performance engineering,SUBJECT,software optimization
291,performance engineering,SUBJECT,information technology management
292,performance engineering,SUBJECT,performance management
293,performance prediction,SEE_ALSO,profiling (computer programming)
294,performance prediction,SUBJECT,software optimization
295,performance tuning,SEE_ALSO,profiling (computer programming)
296,performance tuning,SUBJECT,network performance
297,performance tuning,SUBJECT,computer hardware tuning
298,runtime verification,SEE_ALSO,profiling (computer programming)
299,runtime verification,SUBJECT,formal methods
300,runtime verification,SUBJECT,logic in computer science
301,profile-guided optimization,SEE_ALSO,profiling (computer programming)
302,profile-guided optimization,SUBJECT,compiler optimizations
303,static code analysis,SEE_ALSO,profiling (computer programming)
304,static code analysis,SUBJECT,program analysis
305,static code analysis,SUBJECT,quality assurance
306,static code analysis,SUBJECT,static program analysis
307,static code analysis,SUBJECT,software review
308,static code analysis,SUBJECT,software testing
309,software archaeology,SEE_ALSO,profiling (computer programming)
310,software archaeology,SUBJECT,software maintenance
311,software archaeology,SUBJECT,computer jargon
312,worst-case execution time,SEE_ALSO,profiling (computer programming)
313,worst-case execution time,SUBJECT,embedded systems
314,worst-case execution time,SUBJECT,real-time computing
315,jon bentley (computer scientist),CLOSELY_RELATED_TO,program optimization
316,isbn (identifier),CLOSELY_RELATED_TO,program optimization
317,donald knuth,CLOSELY_RELATED_TO,program optimization
318,donald knuth,SUBJECT,1938 births
319,donald knuth,SUBJECT,20th-century american mathematicians
320,donald knuth,SUBJECT,20th-century american scientists
321,donald knuth,SUBJECT,21st-century american mathematicians
322,donald knuth,SUBJECT,21st-century american scientists
323,donald knuth,SUBJECT,american lutherans
324,donald knuth,SUBJECT,american academics
325,donald knuth,SUBJECT,american computer programmers
326,donald knuth,SUBJECT,american computer scientists
327,donald knuth,SUBJECT,american people of german descent
328,donald knuth,SUBJECT,american technology writers
329,donald knuth,SUBJECT,american typographers
330,donald knuth,SUBJECT,california institute of technology alumni
331,donald knuth,SUBJECT,case western reserve university alumni
332,donald knuth,SUBJECT,combinatorialists
333,donald knuth,SUBJECT,donald knuth
334,donald knuth,SUBJECT,fellows of the american mathematical society
335,donald knuth,SUBJECT,fellows of the association for computing machinery
336,donald knuth,SUBJECT,fellows of the british computer society
337,donald knuth,SUBJECT,fellows of the society for industrial and applied mathematics
338,donald knuth,SUBJECT,foreign members of the royal society
339,donald knuth,SUBJECT,foreign members of the russian academy of sciences
340,donald knuth,SUBJECT,free software programmers
341,donald knuth,SUBJECT,grace murray hopper award laureates
342,donald knuth,SUBJECT,guggenheim fellows
343,donald knuth,SUBJECT,living people
344,donald knuth,SUBJECT,mathematics popularizers
345,donald knuth,SUBJECT,"members of the department of computer science, university of oxford"
346,donald knuth,SUBJECT,members of the french academy of sciences
347,donald knuth,SUBJECT,members of the norwegian academy of science and letters
348,donald knuth,SUBJECT,members of the united states national academy of engineering
349,donald knuth,SUBJECT,members of the united states national academy of sciences
350,donald knuth,SUBJECT,national medal of science laureates
351,donald knuth,SUBJECT,people from milwaukee
352,donald knuth,SUBJECT,programming language designers
353,donald knuth,SUBJECT,scientists from california
354,donald knuth,SUBJECT,stanford university department of computer science faculty
355,donald knuth,SUBJECT,stanford university school of engineering faculty
356,donald knuth,SUBJECT,tau beta pi
357,donald knuth,SUBJECT,theta chi
358,donald knuth,SUBJECT,turing award laureates
359,donald knuth,SUBJECT,writers from california
360,donald knuth,SUBJECT,"writers from palo alto, california"
361,the art of computer programming,CLOSELY_RELATED_TO,program optimization
362,the art of computer programming,SUBJECT,1968 books
363,the art of computer programming,SUBJECT,1973 books
364,the art of computer programming,SUBJECT,2011 books
365,the art of computer programming,SUBJECT,addison-wesley books
366,the art of computer programming,SUBJECT,books by donald knuth
367,the art of computer programming,SUBJECT,computer programming books
368,the art of computer programming,SUBJECT,computer science books
369,the art of computer programming,SUBJECT,monographs
370,the art of computer programming,SUBJECT,1969 books
371,the art of computer programming,SUBJECT,1981 books
372,the art of computer programming,SUBJECT,american non-fiction books
373,the art of computer programming,SUBJECT,analysis of algorithms
374,the art of computer programming,SUBJECT,computer arithmetic algorithms
375,jon bentley (computer scientist),CLOSELY_RELATED_TO,program optimization
376,data compression,CLOSELY_RELATED_TO,algorithmic efficiency
377,data compression,SUBJECT,computing
378,data compression,SUBJECT,data compression
379,data compression,SUBJECT,digital audio
380,data compression,SUBJECT,digital television
381,data compression,SUBJECT,film and video technology
382,data compression,SUBJECT,utility software types
383,data compression,SUBJECT,video compression
384,data compression,SUBJECT,videotelephony
385,i/o bound computing,CLOSELY_RELATED_TO,algorithmic efficiency
386,latency (engineering),CLOSELY_RELATED_TO,algorithmic efficiency
387,latency (engineering),SUBJECT,engineering concepts
388,real-time computing,CLOSELY_RELATED_TO,algorithmic efficiency
389,real-time computing,SUBJECT,real-time computing
390,real-time computing,SUBJECT,real-time technology
391,event-driven programming,CLOSELY_RELATED_TO,algorithmic efficiency
392,event-driven programming,SUBJECT,articles with example pseudocode
393,event-driven programming,SUBJECT,programming paradigms
394,event-driven programming,SUBJECT,events (computing)
395,input (computer science),CLOSELY_RELATED_TO,algorithmic efficiency
396,input (computer science),SUBJECT,input/output
397,output (computing),CLOSELY_RELATED_TO,algorithmic efficiency
398,output (computing),SUBJECT,input/output
399,in-place algorithm,CLOSELY_RELATED_TO,algorithmic efficiency
400,in-place algorithm,CLOSELY_RELATED_TO,algorithmic efficiency
401,in-place algorithm,CLOSELY_RELATED_TO,algorithmic efficiency
402,in-place algorithm,CLOSELY_RELATED_TO,algorithmic efficiency
403,local variable,CLOSELY_RELATED_TO,algorithmic efficiency
404,local variable,SUBJECT,variable (computer science)
405,"local variables, recursion and reentrancy",CLOSELY_RELATED_TO,algorithmic efficiency
406,function call,CLOSELY_RELATED_TO,algorithmic efficiency
407,function call,SUBJECT,articles with example c code
408,function call,SUBJECT,holism
409,function call,SUBJECT,programming constructs
410,function call,SUBJECT,source code
411,function call,SUBJECT,university of cambridge computer laboratory
412,function call,SUBJECT,subroutines
413,recursion (computer science),CLOSELY_RELATED_TO,algorithmic efficiency
414,recursion (computer science),SUBJECT,articles with example pseudocode
415,recursion (computer science),SUBJECT,computability theory
416,recursion (computer science),SUBJECT,recursion
417,recursion (computer science),SUBJECT,theoretical computer science
418,recursion (computer science),SUBJECT,programming idioms
419,recursion (computer science),SUBJECT,subroutines
420,local variable,CLOSELY_RELATED_TO,algorithmic efficiency
421,local variable,SUBJECT,variable (computer science)
422,"local variables, recursion and reentrancy",CLOSELY_RELATED_TO,algorithmic efficiency
423,function call,CLOSELY_RELATED_TO,algorithmic efficiency
424,function call,SUBJECT,articles with example c code
425,function call,SUBJECT,holism
426,function call,SUBJECT,programming constructs
427,function call,SUBJECT,source code
428,function call,SUBJECT,university of cambridge computer laboratory
429,function call,SUBJECT,subroutines
430,recursion (computer science),CLOSELY_RELATED_TO,algorithmic efficiency
431,recursion (computer science),SUBJECT,articles with example pseudocode
432,recursion (computer science),SUBJECT,computability theory
433,recursion (computer science),SUBJECT,recursion
434,recursion (computer science),SUBJECT,theoretical computer science
435,recursion (computer science),SUBJECT,programming idioms
436,recursion (computer science),SUBJECT,subroutines
437,in-place algorithm,CLOSELY_RELATED_TO,algorithmic efficiency
438,in-place algorithm,CLOSELY_RELATED_TO,algorithmic efficiency
439,local variable,CLOSELY_RELATED_TO,algorithmic efficiency
440,local variable,SUBJECT,variable (computer science)
441,"local variables, recursion and reentrancy",CLOSELY_RELATED_TO,algorithmic efficiency
442,function call,CLOSELY_RELATED_TO,algorithmic efficiency
443,function call,SUBJECT,articles with example c code
444,function call,SUBJECT,holism
445,function call,SUBJECT,programming constructs
446,function call,SUBJECT,source code
447,function call,SUBJECT,university of cambridge computer laboratory
448,function call,SUBJECT,subroutines
449,recursion (computer science),CLOSELY_RELATED_TO,algorithmic efficiency
450,recursion (computer science),SUBJECT,articles with example pseudocode
451,recursion (computer science),SUBJECT,computability theory
452,recursion (computer science),SUBJECT,recursion
453,recursion (computer science),SUBJECT,theoretical computer science
454,recursion (computer science),SUBJECT,programming idioms
455,recursion (computer science),SUBJECT,subroutines
456,memory hierarchy,CLOSELY_RELATED_TO,algorithmic efficiency
457,memory hierarchy,SUBJECT,computer architecture
458,memory hierarchy,SUBJECT,computer data storage
459,memory hierarchy,SUBJECT,hierarchy
460,processor register,CLOSELY_RELATED_TO,algorithmic efficiency
461,processor register,SUBJECT,central processing unit
462,processor register,SUBJECT,computer architecture
463,processor register,SUBJECT,digital registers
464,cpu core,CLOSELY_RELATED_TO,algorithmic efficiency
465,register file,CLOSELY_RELATED_TO,algorithmic efficiency
466,register file,SUBJECT,computer architecture
467,register file,SUBJECT,digital electronics
468,register file,SUBJECT,digital registers
469,instruction set architecture,CLOSELY_RELATED_TO,algorithmic efficiency
470,instruction set architecture,SUBJECT,central processing unit
471,instruction set architecture,SUBJECT,instruction processing
472,instruction set architecture,SUBJECT,instruction set architectures
473,instruction set architecture,SUBJECT,microprocessors
474,cpu cache,CLOSELY_RELATED_TO,algorithmic efficiency
475,cpu cache,SUBJECT,cache (computing)
476,cpu cache,SUBJECT,central processing unit
477,cpu cache,SUBJECT,computer memory
478,static random-access memory,CLOSELY_RELATED_TO,algorithmic efficiency
479,static random-access memory,SUBJECT,types of ram
480,static random-access memory,SUBJECT,computer memory
481,cache hierarchy,CLOSELY_RELATED_TO,algorithmic efficiency
482,cache hierarchy,SUBJECT,cache (computing)
483,cache hierarchy,SUBJECT,computer memory
484,shared cache,CLOSELY_RELATED_TO,algorithmic efficiency
485,processor core,CLOSELY_RELATED_TO,algorithmic efficiency
486,processor core,SUBJECT,flynn's taxonomy
487,processor core,SUBJECT,computer architecture
488,processor core,SUBJECT,digital signal processing
489,processor core,SUBJECT,microprocessors
490,processor core,SUBJECT,parallel computing
491,multi-core processor,CLOSELY_RELATED_TO,algorithmic efficiency
492,processor (computing),CLOSELY_RELATED_TO,algorithmic efficiency
493,processor (computing),SUBJECT,computing
494,arithmetic logic unit,CLOSELY_RELATED_TO,algorithmic efficiency
495,arithmetic logic unit,SUBJECT,central processing unit
496,arithmetic logic unit,SUBJECT,computer arithmetic
497,arithmetic logic unit,SUBJECT,digital circuits
498,floating-point unit,CLOSELY_RELATED_TO,algorithmic efficiency
499,floating-point unit,SUBJECT,central processing unit
500,floating-point unit,SUBJECT,computer arithmetic
501,floating-point unit,SUBJECT,floating point
502,l1 cache,CLOSELY_RELATED_TO,algorithmic efficiency
503,cache miss,CLOSELY_RELATED_TO,algorithmic efficiency
504,cache miss,SUBJECT,cache (computing)
505,cache miss,SUBJECT,central processing unit
506,cache miss,SUBJECT,computer memory
507,l2 cache,CLOSELY_RELATED_TO,algorithmic efficiency
508,l3 cache,CLOSELY_RELATED_TO,algorithmic efficiency
509,main memory,CLOSELY_RELATED_TO,algorithmic efficiency
510,main memory,SUBJECT,computer architecture
511,main memory,SUBJECT,computer data storage
512,dynamic random-access memory,CLOSELY_RELATED_TO,algorithmic efficiency
513,dynamic random-access memory,SUBJECT,types of ram
514,dynamic random-access memory,SUBJECT,american inventions
515,dynamic random-access memory,SUBJECT,computer memory
516,dynamic random-access memory,SUBJECT,history of computing hardware
517,gigabyte,CLOSELY_RELATED_TO,algorithmic efficiency
518,gigabyte,SUBJECT,units of information
519,megabyte,CLOSELY_RELATED_TO,algorithmic efficiency
520,megabyte,SUBJECT,units of information
521,system-on-chip,CLOSELY_RELATED_TO,algorithmic efficiency
522,system-on-chip,SUBJECT,system on a chip
523,system-on-chip,SUBJECT,electronic design
524,system-on-chip,SUBJECT,microtechnology
525,gpu memory (page does not exist),CLOSELY_RELATED_TO,algorithmic efficiency
526,virtual memory,CLOSELY_RELATED_TO,algorithmic efficiency
527,virtual memory,SUBJECT,"school of computer science, university of manchester"
528,virtual memory,SUBJECT,virtual memory
529,secondary storage device,CLOSELY_RELATED_TO,algorithmic efficiency
530,secondary storage device,SUBJECT,computer architecture
531,secondary storage device,SUBJECT,computer data storage
532,hard disk drive,CLOSELY_RELATED_TO,algorithmic efficiency
533,hard disk drive,SUBJECT,american inventions
534,hard disk drive,SUBJECT,articles containing video clips
535,hard disk drive,SUBJECT,computer storage devices
536,hard disk drive,SUBJECT,computer storage media
537,hard disk drive,SUBJECT,hard disk drives
538,hard disk drive,SUBJECT,non-volatile memory
539,memory hierarchy,CLOSELY_RELATED_TO,algorithmic efficiency
540,memory hierarchy,SUBJECT,computer architecture
541,memory hierarchy,SUBJECT,computer data storage
542,memory hierarchy,SUBJECT,hierarchy
543,cache miss,CLOSELY_RELATED_TO,algorithmic efficiency
544,cache miss,SUBJECT,cache (computing)
545,cache miss,SUBJECT,central processing unit
546,cache miss,SUBJECT,computer memory
547,time-space tradeoff,CLOSELY_RELATED_TO,algorithmic efficiency
548,virtual machine,CLOSELY_RELATED_TO,algorithmic efficiency
549,virtual machine,SUBJECT,virtual machines
550,virtual machine,SUBJECT,operating system technology
551,virtual machine,SUBJECT,programming language implementation
552,page fault,CLOSELY_RELATED_TO,algorithmic efficiency
553,page fault,SUBJECT,virtual memory
554,page fault,SUBJECT,computer errors
555,david may (computer scientist),CLOSELY_RELATED_TO,algorithmic efficiency
556,united kingdom,CLOSELY_RELATED_TO,algorithmic efficiency
557,united kingdom,SUBJECT,british islands
558,united kingdom,SUBJECT,countries in europe
559,united kingdom,SUBJECT,english-speaking countries and territories
560,united kingdom,SUBJECT,g20 nations
561,united kingdom,SUBJECT,g7 nations
562,united kingdom,SUBJECT,g8 nations
563,united kingdom,SUBJECT,island countries
564,united kingdom,SUBJECT,liberal democracies
565,united kingdom,SUBJECT,member states of nato
566,united kingdom,SUBJECT,member states of the commonwealth of nations
567,united kingdom,SUBJECT,member states of the council of europe
568,united kingdom,SUBJECT,member states of the european union
569,united kingdom,SUBJECT,member states of the union for the mediterranean
570,united kingdom,SUBJECT,member states of the united nations
571,united kingdom,SUBJECT,united kingdom
